Column1,id,geometry.coordinates,properties.location,properties.format,properties.categoryAlias,properties.market,properties.size,properties.designTemplateUrl,properties.description,properties.display.calculatedCpm,properties.display.views,cost-per-day,properties.numbers.total,properties.lat,properties.lng,zone_id
833,22316799,"[40.713367, -74.008507]",Lilly O'Brien's,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Lilly O'Brien's, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125,3500,40.713367,-74.008507,231
834,22317499,"[40.709865, -74.008749]",The Irish American Pub,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"The Irish American Pub, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125,3500,40.709865,-74.008749,87
835,22316000,"[40.740727, -73.982108]",The Abbey Tavern - New York,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"The Abbey Tavern - New York, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125,3500,40.740727,-73.982108,107
839,22316199,"[40.752518, -73.96769]",World Bar,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"World Bar, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125,3500,40.752518,-73.96769,233
848,22310967,"[40.722487, -73.983362]",The Hairy Lemon,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"The Hairy Lemon, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125,3500,40.722487,-73.983362,79
850,22316433,"[40.784754, -73.977537]",The Gin Mill,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"The Gin Mill, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125,3500,40.784754,-73.977537,239
852,22316061,"[40.746152, -73.978132]",Bareburger - 03 MURRAY HILL NY,Restaurants / Bars: Digital: Digital Signage Networks,Restaurant / Bar,"New York, NY",1920'h x 1080'w,https://www.billboardsin.com/design/RestoBarDigitalSignageNetworks-NaNxNaN-null,"Bareburger - 03 MURRAY HILL NY, 15-second Spot Length - MINIMUM PURCHASE REQUIREMENT OF 5 RESTAURANTS PER CAMPAIGN OR 12-WEEKS FOR AN INDIVIDUAL LOCATION.",17.07,205000,125,3500,40.746152,-73.978132,170
624,23004106,"[40.775181, -73.981715]",Movie Theater Lincoln Square 13,Cinema: On-Screen: Pre-Show,Movie Theater,"New York, NY",1080 h x 1920 w,https://www.billboardsin.com/design/Cinema-NaNxNaN-null,Lincoln Square 13 - 13 theater screens - 15 second spot. Ads appear during Silver spot of the pre-show before every movie every day during your campaign timeframe.,0,0,133,3720.64,40.775181,-73.981715,142
736,23032139,"[40.765065, -73.995034]",11TH AVENUE EL 5F S OF W 49TH STREET,Posters,Billboard (Print),"New York, NY","10'6"" h x 22'9"" w",https://www.billboardsin.com/design/Posters-10-50x22-75-Foot,"Posters - New York-Northern New Jersey-Long Island, NY-NJ-PA<br /><b>Primary Artery:</b> 11TH AVENUE EL 5F S OF W 49TH STREET",17.12,239792,147,4105,40.765065,-73.995034,50
626,23032138,"[40.818094, -73.96068]",W 125TH STREET  SL 5F W OF 12TH AVENUE,Posters,Billboard (Print),"New York, NY","10'6"" h x 22'9"" w",https://www.billboardsin.com/design/Posters-10-50x22-75-Foot,"Posters - New York-Northern New Jersey-Long Island, NY-NJ-PA<br /><b>Primary Artery:</b> W 125TH STREET  SL 5F W OF 12TH AVENUE",12.98,316192,147,4105,40.818094,-73.96068,152
789,23032137,"[40.713374, -73.99369]",MANHATTAN BRIDGE EL 100F S OF HENRY STREET,Posters,Billboard (Print),"New York, NY","10'6"" h x 22'9"" w",https://www.billboardsin.com/design/Posters-10-50x22-75-Foot,"Posters - New York-Northern New Jersey-Long Island, NY-NJ-PA<br /><b>Primary Artery:</b> MANHATTAN BRIDGE EL 100F S OF HENRY STREET",2.36,1739424,147,4105,40.713374,-73.99369,45
650,23003990,"[40.756581, -73.98866]",Movie Theater Empire 25,Cinema: On-Screen: Pre-Show,Movie Theater,"New York, NY",1080 h x 1920 w,https://www.billboardsin.com/design/Cinema-NaNxNaN-null,Empire 25 - 25 theater screens - 15 second spot. Ads appear during Silver spot of the pre-show before every movie every day during your campaign timeframe.,0,0,173,4838.68,40.756581,-73.98866,100
151,22969773,"[40.76104, -73.96291]",Queensboro Bridge At 60th St,Bulletins,Billboard Wall (Print),"New York, NY",12' x 25',https://www.billboardsin.com/design/Wallscapes-12-00x25-00-Foot,"Walls - New York County, New York<br /><b>Primary Artery:</b> 60th Street",13.13,429656,202,5643.01,40.76104,-73.96291,141
366,23027944,"[40.715468, -73.994269]",CANAL STREET SL 5F E OF FORSYTH STREET,Posters,Billboard (Print),"New York, NY","10'6"" h x 22'9"" w",https://www.billboardsin.com/design/Posters-10-50x22-75-Foot,"Posters - New York-Northern New Jersey-Long Island, NY-NJ-PA<br /><b>Primary Artery:</b> CANAL STREET SL 5F E OF FORSYTH STREET",9.72,580920,202,5645,40.715468,-73.994269,148
60,23027886,"[40.715472, -73.994266]",CANAL STREET SL 5F E OF FORSYTH STREET,Posters,Billboard (Print),"New York, NY","10'6"" h x 22'9"" w",https://www.billboardsin.com/design/Posters-10-50x22-75-Foot,"Posters - New York-Northern New Jersey-Long Island, NY-NJ-PA<br /><b>Primary Artery:</b> CANAL STREET SL 5F E OF FORSYTH STREET",5.25,1076160,202,5645,40.715472,-73.994266,148
243,23025303,"[40.851907, -73.935046]",BROADWAY WL 100F S OF W 184TH STREET,Posters,Billboard (Print),"New York, NY","10'6"" h x 22'9"" w",https://www.billboardsin.com/design/Posters-10-50x22-75-Foot,"Posters - New York-Northern New Jersey-Long Island, NY-NJ-PA<br /><b>Primary Artery:</b> BROADWAY WL 100F S OF W 184TH STREET",10.01,617972,221,6184,40.851907,-73.935046,243
656,22387587,"[40.757474, -73.990705]","W 42nd St b/w 8th Ave & 9th Ave at Port Authority Terminal, Manhattan",Digital Walls,Billboard Wall (Digital),"New York, NY",9.5 x 4.75 (2 screens),https://www.billboardsin.com/design/DigitalWalls-4-75x9-50-Foot,"W 42nd St b/w 8th Ave & 9th Ave at Port Authority Terminal, Manhattan",1.33,6300000,300,8400,40.757474,-73.990705,48
264,22250307,"[40.729474, -74.008846]",575 Washington & Clarkson (Holds 3 Shelter Size Posters or 1 Large Vinyl),Bulletins,Billboard Wall (Print),"New York, NY","83""h x 153""w",https://www.billboardsin.com/design/Wallscapes-7-67x12-67-Foot,"Walls - New York County, New York<br /><b>Primary Artery:</b> WASHINGTON ST",22.82,404172,329,9221.47,40.729474,-74.008846,158
257,23027245,"[40.754976, -73.994898]","Posters - New York-Northern New Jersey-Long Island, NY-NJ-PA  Primary Artery:  9TH AVENUE  EL 50F S OF W 37TH STREET",Posters,Billboard (Print),"New York, NY","10'6"" h x 22'9"" w",https://www.billboardsin.com/design/PermanentBulletins-10-50x22-75-Foot,"Posters - New York-Northern New Jersey-Long Island, NY-NJ-PA
<b>Primary Artery:</b> 9TH AVENUE EL 50F S OF W 37TH STREET",9.83,966376,339,9495,40.754976,-73.994898,68
695,23035867,"[40.755435, -73.989823]",40TH ST E/O 8TH AVE (PORT AUTHORITY),Bulletins,Billboard (Print),"New York, NY","15'4"" h x 15'4"" w",https://www.billboardsin.com/design/PermanentBulletins-15-33x15-33-Foot,"Bulletins - New York County, NY<br /><b>Primary Artery:</b> 40TH ST BTWN 8TH AND 7TH AVENUES",18.74,529272,354,9920.36,40.755435,-73.989823,100
281,21974700,"[40.756374, -73.986059]","Digital Billboards - New York, NY",Digital Bulletins,Digital Billboard (Shared Ad Space),"New York, NY",14' x 48',https://www.billboardsin.com/design/DigitalBillboards-14-00x48-00-Foot,"This location is available as part of a package targeting an 18+ audience across all of New York, NY. When you choose to target a specific audience, your ad will appear on different digital billboards throughout New York, NY at different times of the day until it has achieved the forecasted number of views. Audience-based campaigns, also known as “programmatic advertising,” can be customized to fit your needs: short flight dates, specific hours or audiences, specific areas of New York, NY. We can do it. Ask your BillboardsIn Account Manager for details or email support@BillboardsIn.com",25.05,419219,375,10500,40.756374,-73.986059,230
658,21969120,"[40.755253, -73.985628]","Digital Billboards - New York, NY",Digital Bulletins,Digital Billboard (Shared Ad Space),"New York, NY",14' x 48',https://www.billboardsin.com/design/DigitalBillboards-14-00x48-00-Foot,"This location is available as part of a package targeting an 18+ audience across all of New York, NY. When you choose to target a specific audience, your ad will appear on different digital billboards throughout New York, NY at different times of the day until it has achieved the forecasted number of views. Audience-based campaigns, also known as “programmatic advertising,” can be customized to fit your needs: short flight dates, specific hours or audiences, specific areas of New York, NY. We can do it. Ask your BillboardsIn Account Manager for details or email support@BillboardsIn.com",25.05,419219,375,10500,40.755253,-73.985628,100
463,22276107,"[40.810353, -73.953117]",Harlem- St. Nicholas Ave b/w 124th & 125th St.,Dedicated Wild Posting,Billboard Wall (Print),"New York, NY","2 units at 70"" x 94"" or 4 units each 70""h x 48""w",https://www.billboardsin.com/design/Windowscape-6-00x16-00-Foot,"Windowscape - New York County, New York<br /><b>Primary Artery:</b> ST NICHOLAS AVE",24.59,427076,375,10500,40.810353,-73.953117,166
213,21969121,"[40.756421, -73.986488]","Digital Billboards - New York, NY",Digital Bulletins,Digital Billboard (Shared Ad Space),"New York, NY",14' x 48',https://www.billboardsin.com/design/DigitalBillboards-14-00x48-00-Foot,"This location is available as part of a package targeting an 18+ audience across all of New York, NY. When you choose to target a specific audience, your ad will appear on different digital billboards throughout New York, NY at different times of the day until it has achieved the forecasted number of views. Audience-based campaigns, also known as “programmatic advertising,” can be customized to fit your needs: short flight dates, specific hours or audiences, specific areas of New York, NY. We can do it. Ask your BillboardsIn Account Manager for details or email support@BillboardsIn.com",12.61,832677,375,10500,40.756421,-73.986488,230
191,21971075,"[40.77189, -73.95278]","Digital Billboards - New York, NY",Digital Bulletins,Digital Billboard (Shared Ad Space),"New York, NY",14' x 48',https://www.billboardsin.com/design/DigitalBillboards-14-00x48-00-Foot,"This location is available as part of a package targeting an 18+ audience across all of New York, NY. When you choose to target a specific audience, your ad will appear on different digital billboards throughout New York, NY at different times of the day until it has achieved the forecasted number of views. Audience-based campaigns, also known as “programmatic advertising,” can be customized to fit your needs: short flight dates, specific hours or audiences, specific areas of New York, NY. We can do it. Ask your BillboardsIn Account Manager for details or email support@BillboardsIn.com",10.32,1017694,375,10500,40.77189,-73.95278,140
233,21974701,"[40.77108, -73.95049]","Digital Billboards - New York, NY",Digital Bulletins,Digital Billboard (Shared Ad Space),"New York, NY",14' x 48',https://www.billboardsin.com/design/DigitalBillboards-14-00x48-00-Foot,"This location is available as part of a package targeting an 18+ audience across all of New York, NY. When you choose to target a specific audience, your ad will appear on different digital billboards throughout New York, NY at different times of the day until it has achieved the forecasted number of views. Audience-based campaigns, also known as “programmatic advertising,” can be customized to fit your needs: short flight dates, specific hours or audiences, specific areas of New York, NY. We can do it. Ask your BillboardsIn Account Manager for details or email support@BillboardsIn.com",10.32,1017694,375,10500,40.77108,-73.95049,140
568,21970081,"[40.78296, -73.95129]","Digital Billboards - New York, NY",Digital Bulletins,Digital Billboard (Shared Ad Space),"New York, NY",14' x 48',https://www.billboardsin.com/design/DigitalBillboards-14-00x48-00-Foot,"This location is available as part of a package targeting an 18+ audience across all of New York, NY. When you choose to target a specific audience, your ad will appear on different digital billboards throughout New York, NY at different times of the day until it has achieved the forecasted number of views. Audience-based campaigns, also known as “programmatic advertising,” can be customized to fit your needs: short flight dates, specific hours or audiences, specific areas of New York, NY. We can do it. Ask your BillboardsIn Account Manager for details or email support@BillboardsIn.com",10.32,1017694,375,10500,40.78296,-73.95129,236
581,21973016,"[40.75227, -73.97607]","Digital Billboards - New York, NY",Digital Bulletins,Digital Billboard (Shared Ad Space),"New York, NY",14' x 48',https://www.billboardsin.com/design/DigitalBillboards-14-00x48-00-Foot,"This location is available as part of a package targeting an 18+ audience across all of New York, NY. When you choose to target a specific audience, your ad will appear on different digital billboards throughout New York, NY at different times of the day until it has achieved the forecasted number of views. Audience-based campaigns, also known as “programmatic advertising,” can be customized to fit your needs: short flight dates, specific hours or audiences, specific areas of New York, NY. We can do it. Ask your BillboardsIn Account Manager for details or email support@BillboardsIn.com",10.32,1017694,375,10500,40.75227,-73.97607,162
701,21974005,"[40.75689, -73.99177]","Digital Billboards - New York, NY",Digital Bulletins,Digital Billboard (Shared Ad Space),"New York, NY",14' x 48',https://www.billboardsin.com/design/DigitalBillboards-14-00x48-00-Foot,"This location is available as part of a package targeting an 18+ audience across all of New York, NY. When you choose to target a specific audience, your ad will appear on different digital billboards throughout New York, NY at different times of the day until it has achieved the forecasted number of views. Audience-based campaigns, also known as “programmatic advertising,” can be customized to fit your needs: short flight dates, specific hours or audiences, specific areas of New York, NY. We can do it. Ask your BillboardsIn Account Manager for details or email support@BillboardsIn.com",10.32,1017694,375,10500,40.75689,-73.99177,48
717,21971065,"[40.71085, -74.00694]","Digital Billboards - New York, NY",Digital Bulletins,Digital Billboard (Shared Ad Space),"New York, NY",14' x 48',https://www.billboardsin.com/design/DigitalBillboards-14-00x48-00-Foot,"This location is available as part of a package targeting an 18+ audience across all of New York, NY. When you choose to target a specific audience, your ad will appear on different digital billboards throughout New York, NY at different times of the day until it has achieved the forecasted number of views. Audience-based campaigns, also known as “programmatic advertising,” can be customized to fit your needs: short flight dates, specific hours or audiences, specific areas of New York, NY. We can do it. Ask your BillboardsIn Account Manager for details or email support@BillboardsIn.com",10.32,1017694,375,10500,40.71085,-74.00694,209
836,21973020,"[40.77449, -73.94841]","Digital Billboards - New York, NY",Digital Bulletins,Digital Billboard (Shared Ad Space),"New York, NY",14' x 48',https://www.billboardsin.com/design/DigitalBillboards-14-00x48-00-Foot,"This location is available as part of a package targeting an 18+ audience across all of New York, NY. When you choose to target a specific audience, your ad will appear on different digital billboards throughout New York, NY at different times of the day until it has achieved the forecasted number of views. Audience-based campaigns, also known as “programmatic advertising,” can be customized to fit your needs: short flight dates, specific hours or audiences, specific areas of New York, NY. We can do it. Ask your BillboardsIn Account Manager for details or email support@BillboardsIn.com",10.32,1017694,375,10500,40.77449,-73.94841,262
766,22418070,"[40.760665, -73.983742]",7th Ave & 49th St.  NEEDS LANDLORD APPROVAL,Dedicated Wild Posting,Billboard Wall (Print),New York,9'h x 10'w,https://www.billboardsin.com/design/Wallscapes-9-67x10-67-Foot,"Walls - New York County, New York<br /><b>Primary Artery:</b> W 49TH ST",6.26,1676292,375,10500,40.760665,-73.983742,230
558,22995242,"[40.87087, -73.91505]",Broadway & 216th St,Walls,Billboard Wall (Print),"New York, NY",22’ x 19’,https://www.billboardsin.com/design/Wallscapes-22-00x19-00-Foot,"Walls - New York County, NY<br /><b>Primary Artery:</b> Broadway Ave",10.4,1013316,376,10535.37,40.87087,-73.91505,127
211,22973769,"[40.757474, -73.990705]","W 42nd St b/w 8th Ave & 9th Ave at Port Authority Terminal, Manhattan",Digital Walls,Billboard Wall (Digital),"New York, NY","4'9"" h x 9'6"" w",https://www.billboardsin.com/design/DigitalWalls-4-75x9-50-Foot,"W 42nd St b/w 8th Ave & 9th Ave at Port Authority Terminal, Manhattan",1.92,6300000,431,12075,40.757474,-73.990705,48
250,22411872,"[40.75276, -73.9978]",Manhattan West 435 W 31st St,Digital Networks: Digital Video Ad Networks - No Audio,Unique / Other,"New York, NY",,https://www.billboardsin.com/design/DigitalNetworks-NaNxNaN-null,Manhattan West Digital Network,8.91,1414224,450,12600,40.75276,-73.9978,68
544,23602076,"[40.758, -73.9855]",Lat/Long: 40.758 by -73.9855,Digital Bulletins,Digital Billboard (Shared Ad Space),"New York, NY",,https://www.billboardsin.com/design/DigitalBillboards-NaNxNaN-null,<p>Wrap around Digital Billboard featured in the heart of Times Square at 43rd and Broadway. This prime location offers static to full motion ads and the space can be used as 2 panels or 1 full panel for ads. Times Square is the #1 Billboard spot in the world and boasts up to 125+ million visitors annually. The billboard is featured in the New Year's Eve Ball Drop and is sized at 56ft wide x 27 ft high.</p>,,0,490,13720,40.758,-73.9855,230
155,22246233,"[40.729363, -73.998125]",3rd St. & LaGuardia Pl,Dedicated Wild Posting,Billboard Wall (Print),"New York, NY","76""H x 128""W",https://www.billboardsin.com/design/Windowscape-78-00x130-00-Foot,"Windowscape - New York County, New York<br /><b>Primary Artery:</b> LaGuardia Pl",21.43,653160,500,14000,40.729363,-73.998125,114
481,22440428,"[40.755035, -73.991803]",8th Ave & 38th St (Holds 7 Shelter Size Posters or 1 Large Vinyl)  Needs Creative Approval,Dedicated Wild Posting,Billboard Wall (Print),"New York, NY","83""h x 353""w",https://www.billboardsin.com/design/Wallscapes-7-67x29-67-Foot,"Walls - New York County, New York<br /><b>Primary Artery:</b> W 38TH ST",6.52,2145924,500,14000,40.755035,-73.991803,48
808,22999593,"[40.756538, -73.985891]",Times Square Billboard in the heart of Times Square,Digital Walls,Digital Billboard (Shared Ad Space),"New York, NY",27' H x 56',https://www.billboardsin.com/design/DigitalBillboards-NaNxNaN-null,<p>Wrap around Digital Billboard featured in the heart of Times Square at 43rd and Broadway. This prime location offers static to full motion ads and the space can be used as 2 panels or 1 full panel for ads. Times Square is the #1 Billboard spot in the world and boasts up to 125+ million visitors annually. The billboard is featured in the New Year's Eve Ball Drop and is sized at 56ft wide x 27 ft high.</p>,1.43,10302516,525,14700,40.756538,-73.985891,230
110,22250306,"[40.729628, -74.008578]",Greenwich & Clarkson  (Holds 1 Large Vinyl),Bulletins,Billboard Wall (Print),"New York, NY","83""h x 196""w",https://www.billboardsin.com/design/Wallscapes-7-67x16-67-Foot,"Walls - New York County, New York<br /><b>Primary Artery:</b> GREENWICH ST",192.08,77268,530,14841.54,40.729628,-74.008578,158
